test game...
    eqojozte: 65.82: 25.32      acfrldlux,    piulbsyj, 79, 52, 20
   otmzsxvho: 65.31: 34.69          wgyld,  lqfycmbhyr, 49, 32, 17
     nwqyqlh: 64.79: 23.94     gyflaxqjav,     yevhdoa, 71, 46, 17
      tmodaj: 63.79: 13.79          rayrv, orjpwsdiwpw, 58, 37,  8
  yceuttcvzv: 63.29:  5.06      zvmobkqsp,       cvcyh, 79, 50,  4
  rfkquiifsg: 62.00: 10.00          bxrow, klwsynmwozk, 50, 31,  5
   jrnrqdtor: 61.96: 26.09   ulhxexaxppjo,     hummozh, 92, 57, 24
  lxlcfczvuw: 61.54: 23.08    fgotefiqezz,    axrxmelf, 13,  8,  3
    pipfwasu: 61.29: 30.65       oridhgda,     fvqdali, 62, 38, 19
      djvoxh: 60.98: 32.93     lyvhajoriy,  xvsnnaqsck, 82, 50, 27
       xpfgc: 59.52:  4.76    upndglijidk,wmdxsgvxbnxk, 42, 25,  2
  qbxezcerni: 59.38:  6.25         znzxax,      mfevau, 32, 19,  2
iekknlfuyaei: 57.14: 42.86     onfznnjkpz,  cnnipdottg,  7,  4,  3
   jecxwwnpu: 57.14: 42.86     gkjhqnadic,      tttxih, 91, 52, 39
      retvco: 57.14:  2.38        mvrbkhn,      ayrckw, 84, 48,  2
 ikgddidvjgs: 56.16: 17.81       kecbdgnx,  pcgboqcqiw, 73, 41, 13
       hbqyp: 54.55: 45.45     zloqccwhgg,   rdlquitye, 11,  6,  5
cxabvugsycla: 53.85: 38.46    iasmlwnvkbw,  mscuydqdvk, 13,  7,  5
    ncgwivkn: 50.00: 50.00       yaplfhke,    zhdkvgic,  2,  1,  1
    zylbyato: 50.00: 21.88   pdlamktllzyi,aljqysdiyvdl, 32, 16,  7
     jdberer: 50.00:  3.33        jqapsfy,       exsee, 90, 45,  3
 hegfqdzoske: 48.28: 34.48        gursgmg,  xqwiagquuv, 29, 14, 10
 zmdoiohntnf: 47.06: 35.29        mtrjhti,mirbcatzbpjh, 17,  8,  6
      bvurom: 46.67: 50.00    fohxyhlzhou,  rdkmskrvbk, 30, 14, 15
 zhbyuzcllbk: 45.90: 11.48          frfon,       rhaxw, 61, 28,  7
   etwebyrah: 44.90: 38.78      nwlpnigto,   yzniopzgt, 49, 22, 19
    qihhpwlz: 43.10:  5.17          tdxdw,    itedzini, 58, 25,  3
sxtsyexoxhjb: 39.58: 60.42        phcbuyq,    bfhvdfii, 48, 19, 29
  lijrkagiht: 38.46:  7.69      earddsage,     ovzopcb, 13,  5,  1
    sqmqhrdn: 37.50:  0.00        iyexbrb,    liyvhwqk, 40, 15,  0
    cmbefkic: 36.23: 34.78    gprvvbjwwzo,    oibhflhp, 69, 25, 24
  ubzwcgijpc: 35.71: 55.71      hqaslfsov,     ifykqnr, 70, 25, 39
       qgomx: 32.32: 40.40      egjvwkhew,       nvvxo, 99, 32, 40
  iwhegdqmgz: 32.22: 13.33         rafvti,   wqxvyyqem, 90, 29, 12
 innstcdnovs: 32.20: 64.41    xqbzbnrolqe, acxlyciprys, 59, 19, 38
     elqaoye: 31.46: 49.44    ephqctudnrd,       urrbd, 89, 28, 44
    wukgygqy: 31.43: 65.71   tmkakribmndk,       jheny, 35, 11, 23
     mqpaoqd: 30.43: 37.68       kfewxezx,     rqmpgxq, 69, 21, 26
    czvbmfix: 30.23:  0.00          mezsr,       xghvq, 43, 13,  0
aefuwabduomj: 30.19: 13.21        wqsuhzo, cjudaeodcix, 53, 16,  7
 winregyophi: 29.90:  9.28    kdhwznpttre,yupgwaznybmf, 97, 29,  9
    tebvduaz: 28.57: 42.86       cvmdlgrh,      vlaepd,  7,  2,  3
     bxzwncw: 28.13: 37.50    holdkjqluti, xdwfpiwainu, 96, 27, 36
 wlerwkivdyq: 27.27: 45.45     rzaxnpsxyp,       swiqr, 11,  3,  5
   dfhmpxlzl: 25.00: 62.50      nxqdqdqnj,       ntili,  8,  2,  5
       yrcks: 25.00: 33.33      ogbarvzhp,     pciqrqz, 12,  3,  4
 xqzslmqldhe: 24.44: 56.67    sjhxuwutzdw,     pucqjgj, 90, 22, 51
jtbyjyhvscux: 23.86: 28.41   uuouutkhayxe,      rebfpt, 88, 21, 25
      jihqug: 23.53: 70.59        mhyzwpl,    sqnxpolx, 51, 12, 36
lifkhxmdecco: 23.08: 55.77    cndkgrqljdo,   kragiszbl, 52, 12, 29
       fodpl: 22.22:  0.00      nuemujjlu,ysmqvckhjxmk,  9,  2,  0
      mkpzuf: 20.24: 73.81         lialud,  lizpbcnrag, 84, 17, 62
  mdilgmdpzb: 16.67: 16.67     ilwklddjmy,     iizjtdt, 12,  2,  2
       goylk: 12.82: 79.49       vjzpqfuw,   lqonujcwl, 39,  5, 31
      qfuukv: 10.20: 46.94   nqvyhqxkimlc,   tqgrmvlli, 49,  5, 23
      feicvs:  7.69:  3.08          yxfzg, fnnovwxnakm, 65,  5,  2
     bfcvxgh:  4.76: 92.86         ddfrza,       yqzmc, 84,  4, 78
   dwecjkbay:  1.09: 92.39      yjkhksert,       ilqhk, 92,  1, 85
       fnjvi:  0.00: 50.00         jiwrho,     sfdsjjy,  6,  0,  3
    pqxiknkc:  0.00:  0.00      zirnzmhlu,     gldejpm,  0,  0,  0
       qghkj:  0.00:  0.00   ojtiqpydlojl,     cymrpdg,  0,  0,  0
